,user_id_hashed,#business,#sports,#fun_facts,#international,#animals,#national,#health_n_fitness,#entertainment,#fashion,#automotive,#food,#technology,#travel,#games,#music,n/a
7013,WwfqQDlcGxB5b/UD7CJS18DtI5JV6xcT1IfNqg==,"[21.0, 90416.0]","[46.0, 238534.0]","[10.0, 19142.0]","[21.0, 39573.0]","[15.0, 36801.0]","[46.0, 163113.0]","[12.0, 43595.0]","[44.0, 250162.0]","[18.0, 45352.0]","[10.0, 86711.0]","[12.0, 50693.0]","[14.0, 45724.0]","[14.0, 81468.0]","[36.0, 30253.0]","[0, 0]","[38, 222188.0]"
7014,f7aE51Hm1b8qKXFc4oCLDpW42qaAQhIqgLpx6w==,"[0, 0]","[0, 0]","[1.0, 873.0]","[0, 0]","[0, 0]","[3.0, 10767.0]","[1.0, 12302.0]","[0, 0]","[1.0, 1161.0]","[0, 0]","[0, 0]","[1.0, 7749.0]","[2.0, 47464.0]","[1.0, 1767.0]","[0, 0]","[7, 177557.0]"
7015,XdKVvu1GlZWCUU/XZ/7GCW8shJ0VsHn/vJfrHg==,"[0, 0]","[0, 0]","[0, 0]","[0.5, 522.5]","[0, 0]","[1.0, 1146.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0.5, 522.5]","[1.0, 162740.0]","[2.0, 15641.0]","[0, 0]","[0, 0]"
7016,90RrraGewtwhp95ZnEZ/+ZCa+ilV59bYyEXLAg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1718.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7017,jryEdxOhkkZUSl4qU1jL3ItiMYuknHGCGcCJPA==,"[2.0, 7828.0]","[0, 0]","[1.0, 1227.0]","[3.0, 7812.0]","[0, 0]","[7.0, 52790.0]","[2.0, 1566.0]","[0, 0]","[0, 0]","[1.0, 4185.0]","[4.0, 3974.0]","[2.0, 1832.0]","[1.0, 729.0]","[3.0, 2691.0]","[0, 0]","[9, 13714.0]"
7018,1CiGVSxNrh2UjwQAwKQ6Eu2EV3vF2+0mOdmgSg==,"[1.0, 514.0]","[2.0, 1187.0]","[0, 0]","[3.0, 2496.0]","[1.0, 25552.0]","[7.0, 442983.0]","[5.0, 146764.0]","[8.0, 186304.0]","[5.0, 913841.0]","[0, 0]","[1.0, 308726.0]","[1.0, 905.0]","[1.0, 674.0]","[0, 0]","[1.0, 30876.0]","[4, 49572.0]"
7019,+WoeOY7YXFORFWlDRlKOutRK796aa97lDKYipw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1256.0]","[1.0, 1550.0]","[1.0, 2652.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 3522.0]"
7020,QQ9Eog1138RB/iC6rr+RCbDGtnIkdVpWh+TTAw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1844.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7021,UwA/3gWptZRhWg2AQsUn6QB2Qz0vN3kdjLztsA==,"[0, 0]","[4.0, 52862.0]","[1.0, 1556.0]","[1.0, 7726.0]","[1.0, 39696.0]","[7.0, 93221.0]","[1.0, 6900.0]","[5.0, 18087.0]","[2.0, 22143.0]","[2.0, 7102.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 10199.0]","[0, 0]","[10, 100944.0]"
7022,oUNiwqiFgnPW4bA+ZSXv/gfDfAAS863xXZNIzg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1387.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7023,++88gDn1kmpKtay48C3yJVAEKxPArLTR3fIg1g==,"[11.5, 18621.0]","[54.0, 83183.0]","[5.0, 4633.0]","[23.5, 23241.0]","[16.0, 43093.0]","[41.5, 70805.5]","[52.0, 335398.0]","[67.5, 182178.0]","[56.0, 272274.0]","[3.0, 6467.0]","[17.0, 292586.0]","[4.0, 3090.5]","[19.0, 36126.0]","[26.0, 67492.0]","[7.0, 6316.0]","[39, 144390.0]"
7024,BpKwyrPi+wJrhlPKC4o8XPLBv2JewBXTtZ0nlQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 6757.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7025,/rDZ4DPtPpWjYy0qTElXlqwSEkjoqa7m/KBgjg==,"[0, 0]","[2.0, 37811.0]","[1.0, 1008.0]","[1.0, 1126.0]","[0, 0]","[6.0, 138623.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 33856.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 65629.0]"
7026,UChthJshP7myhrEBL5bDB4AdBlsGI8kFDoA2eQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 709.0]","[1.0, 1243.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7027,eumYNti2Yn+MYr6LP9wAQKB4tVoIQQAC9UwC1A==,"[1.0, 1249.0]","[0, 0]","[0, 0]","[1.0, 3592.0]","[0, 0]","[3.0, 35970.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 10173.0]","[0, 0]","[1, 6203.0]"
7028,WHKNP0rUNS8oakwNb5tYus5mb7lRxiWWmwhQyQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 859.0]","[0, 0]","[1.0, 1014.0]","[0, 0]","[1.0, 1037.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1593.0]"
7029,f3gnLY0mnU/pNj0g63NXQztukpOooS1NU4i2ug==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 3387.0]"
7030,9YxUdK7RvuGTWIfMLGy9dZ/Dl76xGasZr0AOjA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 33094.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2256.0]","[0, 0]","[2, 77445.0]"
7031,Xu8GE3FGXe+FxFHZu7ZPXgFCi+IiDpH4YGJEQQ==,"[0, 0]","[0, 0]","[0, 0]","[1.0, 930.0]","[0, 0]","[2.0, 7938.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 704.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1719.0]"
7032,DQfpWiA253G0HaC9pDgVWMm296c8CykcA+hrzw==,"[1.0, 1745.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1438.0]","[4.0, 24622.0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 29557.0]","[5.0, 9874.0]","[0, 0]","[0, 0]","[3.0, 3511.0]","[0, 0]","[6, 45751.0]"
7033,EYSjZHwX/zuQXzjqreZz4rmwoyLetyELEj733g==,"[1.0, 519.0]","[1.0, 99270.0]","[1.0, 801.0]","[0, 0]","[1.0, 865.0]","[3.0, 3082.0]","[1.0, 809.0]","[4.0, 5891.0]","[0, 0]","[3.0, 14775.0]","[1.0, 2486.0]","[1.0, 5040.0]","[2.0, 2846.0]","[7.0, 72804.0]","[0, 0]","[6, 8866.0]"
7034,1Sy1GKMJhrrPfB8sxAiJySa3y/bX/PT2ecoq/w==,"[0, 0]","[0, 0]","[2.0, 1944.0]","[0, 0]","[3.0, 1888.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 310.0]","[0, 0]","[2.0, 1921.0]","[3.0, 5649.0]","[6.0, 11658.0]","[0, 0]","[0, 0]","[3, 1258.0]"
7035,mRTjuzDICuGWXFgHFbMzwllS9EPaFDH781ibJg==,"[0, 0]","[1.0, 968.0]","[0, 0]","[0, 0]","[1.0, 10950.0]","[2.0, 153507.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 15138.0]"
7036,Ic9hMUvMCptv/MfeeoktKJycLVGpy+wrFVLFVA==,"[2.0, 1422.0]","[2.0, 1299.0]","[0, 0]","[1.0, 630.0]","[1.0, 623.0]","[1.0, 1503.0]","[0, 0]","[1.0, 3005.0]","[2.0, 1289.0]","[1.0, 680.0]","[1.0, 675.0]","[1.0, 829.0]","[0, 0]","[3.0, 2575.0]","[0, 0]","[4, 3540.0]"
7037,jYLAzL3onSTJIZ+5LCkHq9eZaivLuictSzOjQQ==,"[2.0, 7305.0]","[0, 0]","[0, 0]","[1.0, 810.0]","[4.0, 170763.0]","[5.0, 13185.0]","[1.0, 94212.0]","[0, 0]","[0, 0]","[3.0, 78982.0]","[2.0, 39713.0]","[1.0, 4459.0]","[0, 0]","[4.0, 57412.0]","[0, 0]","[13, 650907.0]"
7038,jhEogHqPCNaxYFwoSzxENj5/IuiQ4j+j5QUF1g==,"[1.0, 1175.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 11514.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 8201.0]","[0, 0]","[2.0, 3092.0]","[1.0, 3962.0]","[0, 0]","[7, 12593.0]"
7039,Wty+fs6HRW2DgvG8e9CB6J5qaZxAarQf6T5V/w==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2573.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7040,YThb94imc9KmPM0zuxufp+XeztLdhO95bi86kA==,"[1.0, 13201.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 84789.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3513.0]","[0, 0]","[1, 6086.0]"
7041,2sGvjsXVu3gaU6zLdI30ceDcnD/RGbF4atBSBg==,"[3.0, 4440.0]","[3.0, 3031.0]","[0, 0]","[2.0, 1478.0]","[2.0, 8539.0]","[2.0, 2373.0]","[1.0, 725.0]","[5.0, 4496.0]","[1.0, 1306.0]","[0, 0]","[1.0, 559.0]","[0, 0]","[2.0, 2025.0]","[0, 0]","[0, 0]","[6, 10173.0]"
7042,qQVW/J+umTZUDp5jQtmrSOK6qvyoKILC+M6TaA==,"[5.0, 31016.0]","[1.0, 929.0]","[7.0, 33593.0]","[3.0, 14247.0]","[1.0, 4150.0]","[8.0, 39936.0]","[2.0, 42508.0]","[3.0, 6471.0]","[2.0, 4152.0]","[7.0, 12426.0]","[0, 0]","[1.0, 1349.0]","[3.0, 3129.0]","[4.0, 8060.0]","[0, 0]","[7, 79268.0]"
7043,escNdKXTtRJwOW/V6FRKsnmL3yPATObYBxw57Q==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 730.0]","[0, 0]","[3.0, 4791.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2040.0]"
7044,Xv3cmnabyRaDJgETu9eDmhNDr1doxzoVcH4WnA==,"[3.0, 25917.0]","[0, 0]","[3.0, 7350.0]","[2.0, 19556.0]","[13.0, 107963.0]","[14.0, 309907.0]","[20.0, 175217.0]","[3.0, 3830.0]","[1.0, 569.0]","[3.0, 56959.0]","[4.0, 286809.0]","[2.0, 11580.0]","[2.0, 42837.0]","[10.0, 364342.0]","[0, 0]","[18, 551057.0]"
7045,8CSiRpZKqAuyOjIh7OTb3AMqH9HdzeoOT5+mQg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 56899.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 20823.0]"
7046,EGGdvVCekxDAEvyfjpoCCKQ/2YnE27IHgDjS8Q==,"[0, 0]","[2.0, 67549.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 15271.0]","[0, 0]","[4.0, 3616.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 16989.0]"
7047,Xj58oeQ4eO+zFrW5ky1f8tADNe6CQos6r2NE3w==,"[0, 0]","[17.0, 498031.0]","[0, 0]","[0, 0]","[0, 0]","[11.0, 334116.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 617901.0]"
7048,PjqifwsWQya/IKVkyMxpdDPZ2VqJIf8Vq1puuQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7.0, 20260.0]","[0, 0]","[5.0, 18230.0]","[0, 0]","[0, 0]","[1.0, 9575.0]","[0, 0]","[0, 0]","[2.0, 10506.0]","[0, 0]","[2, 3758.0]"
7049,GyQG1LlrbYqJ3L0c6gtWFvbGLnC7tEMYOdgDqA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 774.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 7731.0]","[0, 0]","[1.0, 932.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7050,GpoCQ81rnteag/R1lWPQ0FMd6CIQJt4f1vR0Yw==,"[1.0, 520.0]","[1.0, 411.0]","[0, 0]","[3.0, 2148.0]","[0, 0]","[2.0, 3165.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2158.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 6456.0]"
7051,onPHV4uTIMt0NmisMVHTK2ridvCc3V8dhEdnaQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 28835.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 95505.0]"
7052,SMnGAXvB9e+fiL3Q7Ir7qDSBXZ9xTSPNJppgeA==,"[5.0, 355996.0]","[15.0, 290933.0]","[2.0, 172105.0]","[12.0, 236424.0]","[2.0, 57365.0]","[29.0, 1959510.5]","[2.0, 6800.0]","[0, 0]","[0, 0]","[4.0, 96297.0]","[4.0, 52087.0]","[2.0, 7440.5]","[1.0, 3544.0]","[0, 0]","[2.0, 27144.0]","[17, 583810.0]"
7053,Sg/lH44lkt7GfYYfGiwf9auRmSVmVIqka05kfw==,"[1.0, 1484.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2414.0]","[2.0, 87950.0]","[1.0, 2935.0]","[1.0, 10901.0]","[1.0, 2762.0]","[0, 0]","[1.0, 6042.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 30786.0]"
7054,2tkV0YdoPnpHCR53+/W546kJstRa0FMTVM4BFA==,"[1.0, 2062.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 16017.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1192.0]","[0, 0]","[0, 0]","[0, 0]"
7055,kM1HpThoczMoLiaI0AbB7Cijip07a3Kj7cOgkw==,"[3.0, 3855.0]","[1.0, 703.0]","[1.0, 485.0]","[4.0, 3446.0]","[3.0, 2187.0]","[5.0, 9048.0]","[1.0, 1103.0]","[1.0, 3019.0]","[4.0, 3659.0]","[4.0, 14654.0]","[3.0, 3992.0]","[1.0, 1597.0]","[3.0, 2417.0]","[0, 0]","[0, 0]","[2, 2262.0]"
7056,VhlW6eWPKceS9qjbsRiiI6KGG3qPUqpL5FOuDw==,"[1.0, 2298.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 5459.0]","[1.0, 9554.0]","[1.0, 1161.0]","[3.0, 2019.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 1671.0]","[0, 0]","[3, 5107.0]"
7057,KBLZJC5zlAidmepQ9GY0IH568b5o61u/r5kCuw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 9347.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 86880.0]","[0, 0]","[0, 0]","[1, 3571.0]"
7058,LSwGWCo4qT53+tMy1gmIp5oznavCMNXoPmPKtg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1633.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 916.0]","[0, 0]","[0, 0]","[0, 0]"
7059,zPxGEZNhoVyoMxrPBY6XmBugCffqu4rmLLWy1A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 27021.0]","[0, 0]","[16.0, 412530.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 14384.0]"
7060,z9EUMSeSnzrxPAT8rQVjgKcfEgbDo3hKgXf8ww==,"[5.0, 9698.0]","[10.0, 38177.0]","[1.0, 4587.0]","[5.0, 5231.0]","[4.0, 73788.0]","[10.0, 43614.0]","[1.0, 43782.0]","[9.0, 65262.0]","[1.0, 12782.0]","[0, 0]","[5.0, 7296.0]","[2.0, 5822.0]","[6.0, 69158.0]","[8.0, 12191.0]","[0, 0]","[16, 105520.0]"
7061,9Wxsk0M2L1gGXU/GhNmphtfT8Xlme0Fr00mA3g==,"[1.0, 488.0]","[4.0, 18571.0]","[5.0, 4439.0]","[3.0, 1918.0]","[1.0, 1199.0]","[6.0, 7245.0]","[1.0, 256.0]","[2.0, 1797.0]","[3.0, 6004.0]","[4.0, 12975.0]","[0, 0]","[2.0, 3319.0]","[2.0, 713.0]","[0, 0]","[0, 0]","[8, 6516.0]"
7062,U5TkFpNgMYh1zfOaib6fA51ifxdCKHdLahQxFQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 107610.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 18205.0]","[0, 0]","[1.0, 1578.0]","[1.0, 72643.0]","[0, 0]","[0, 0]","[2, 45025.0]"
7063,r9ob089tzOEt8tDueBmyWG6y47doFqmsnsQfSA==,"[1.0, 1030.0]","[2.0, 30675.0]","[0, 0]","[0, 0]","[1.0, 1638.0]","[5.0, 7068.0]","[1.0, 819.0]","[0, 0]","[1.0, 1951.0]","[1.0, 687.0]","[1.0, 2091.0]","[0, 0]","[0, 0]","[2.0, 3123.0]","[0, 0]","[4, 3676.0]"
7064,jIyZVdUE2facnpZCW6+ClBtV3b+JgNDPqB5iDA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2487.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7065,oXTuFKRdTCQRZ3o3Rx7wpth6YB/0cYUx/LLkYQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1150.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7066,MEp0sR6bDfsYn7GwMxtZHdP1T225XoYyKdOCMQ==,"[11.0, 143554.5]","[0, 0]","[4.0, 94819.0]","[9.5, 174965.0]","[7.0, 267438.0]","[31.5, 897396.0]","[18.0, 566685.0]","[0, 0]","[0, 0]","[2.5, 148265.0]","[8.0, 192033.0]","[7.5, 225616.5]","[5.0, 202810.0]","[3.0, 134275.0]","[0, 0]","[20, 1322522.0]"
7067,i9Yaxx4D0Bw6xTFxyZIhCGBdZUatdJHKcYcjpw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1549.0]","[0, 0]","[1.0, 2644.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 5197.0]"
7068,3Rvs34XyNxTUJjFMsHtMegx8PWOuizDevT9vjQ==,"[6.0, 169707.0]","[25.0, 920034.0]","[3.0, 85359.0]","[6.0, 205966.0]","[13.0, 188201.0]","[33.0, 887170.0]","[7.0, 93079.0]","[21.0, 256355.0]","[17.0, 259900.0]","[5.0, 92060.0]","[11.0, 369502.0]","[6.0, 103793.0]","[7.0, 652019.0]","[25.0, 767615.0]","[0, 0]","[41, 1582431.0]"
7069,TwF/Rj3ZGaeByJaX2RKE5g8ik2h2Dq3MK2N9Bw==,"[0, 0]","[1.0, 30532.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 398.0]"
7070,n7B0z18K/Gn2npllijn7HSQed5I2scWvsEdo5Q==,"[0, 0]","[3.0, 2092.0]","[0, 0]","[1.0, 955.0]","[1.0, 1222.0]","[4.0, 2151.0]","[1.0, 901.0]","[2.0, 1154.0]","[1.0, 1185.0]","[0, 0]","[0, 0]","[1.0, 2026.0]","[0, 0]","[4.0, 19855.0]","[0, 0]","[9, 10040.0]"
7071,1+1bEGcSJLVjEfulepGCphGRmctbmrhmzilWBQ==,"[0, 0]","[1.0, 27.0]","[0, 0]","[1.0, 1610.0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 3353.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 18569.0]","[0, 0]","[1, 1640.0]"
7072,04PqK93pt1rBZ6IDhgdHXF0q7CMuCV2mLePHWA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3645.0]","[4.0, 65328.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 34447.0]"
7073,diX4soF5RqRq+nXqVFstN3G0rcD8BUptTfomBg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 46272.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 101591.0]","[0, 0]","[0, 0]"
7074,/4qbifEkjCH6sntpGWzN2lyQDoMiM2IIpYZY7A==,"[8.5, 300202.5]","[0, 0]","[2.0, 7944.0]","[2.5, 51950.0]","[3.0, 11614.0]","[12.5, 261723.5]","[25.5, 116976.0]","[28.0, 161989.0]","[0, 0]","[3.0, 417737.0]","[5.0, 53216.0]","[1.0, 374.0]","[9.0, 157984.0]","[11.0, 426991.0]","[0, 0]","[18, 745190.0]"
7075,Vit/A91FQQK9Mph+DAHpzkYnU6neKumXGhKsRg==,"[1.5, 1568.5]","[0, 0]","[0, 0]","[5.5, 9214.0]","[0, 0]","[36.0, 63392.5]","[33.0, 138327.0]","[47.5, 70201.0]","[0, 0]","[1.5, 5779.5]","[1.0, 2423.0]","[13.0, 40406.5]","[1.0, 4991.0]","[0, 0]","[0, 0]","[8, 13638.0]"
7076,mXG7XyRfuB3lb3nqd/D7OwEB6eFI3kskTDGC1Q==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 463.0]","[0, 0]","[1.0, 5550.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 2978.0]"
7077,pp0g9Yx2rbxND+3yKCQGiEoNu5i2e4p7HM0FOw==,"[30.0, 333084.0]","[29.0, 209518.0]","[13.0, 92726.0]","[17.0, 165533.0]","[22.0, 194778.0]","[47.0, 494168.0]","[14.0, 62695.0]","[33.0, 199233.0]","[27.0, 247901.0]","[19.0, 144035.0]","[19.0, 61697.0]","[17.0, 139117.0]","[25.0, 139473.0]","[25.0, 32232.0]","[0, 0]","[32, 338955.0]"
7078,+V+s4QQLFwD1HxtV2B5bEZXy64OA5JkU/fQtgQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6.0, 174102.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 11959.0]","[0, 0]","[0, 0]","[2.0, 3852.0]","[0, 0]","[1, 17565.0]"
7079,U/Mvqvl2Y/6VSC8S9C07l7ILb90/ten5bi3Arg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 37623.0]","[0, 0]","[1.0, 16183.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 184.0]"
7080,5TA9JNzezcwhIPBYHw6Ws8PE0WFRkARWttJxNw==,"[2.0, 2480.0]","[12.0, 47353.0]","[0, 0]","[1.0, 5198.0]","[0, 0]","[29.0, 211672.0]","[1.0, 537.0]","[16.0, 45908.0]","[0, 0]","[0, 0]","[3.0, 27284.0]","[2.0, 2247.0]","[1.0, 908.0]","[1.0, 705.0]","[0, 0]","[14, 125542.0]"
7081,qSns0668My14wseH68ZJR4VpVkFWf6sk1h9WtA==,"[6.0, 12234.0]","[24.0, 27105.0]","[1.0, 2181.0]","[15.0, 20939.0]","[4.0, 9467.0]","[57.0, 117842.0]","[13.0, 27821.0]","[66.0, 157035.0]","[10.0, 29962.0]","[8.0, 32819.0]","[8.0, 23623.0]","[6.0, 20260.0]","[7.0, 6410.0]","[10.0, 14310.0]","[3.0, 5435.0]","[24, 63287.0]"
7082,HmBkimJ2IppwxE/Tth69Ib/fl7m2USrjdZ0txQ==,"[8.0, 13881.0]","[0, 0]","[1.0, 786.0]","[5.0, 8018.0]","[12.0, 19700.0]","[10.0, 8762.0]","[2.0, 1832.0]","[0, 0]","[0, 0]","[12.0, 9771.0]","[6.0, 270968.0]","[2.0, 2008.0]","[7.0, 9782.0]","[26.0, 76814.0]","[0, 0]","[23, 33350.0]"
7083,0OvwHtW3SfOumhx3BKwCqVwN8NNYuEaBgZvsvg==,"[2.0, 15459.0]","[0, 0]","[0, 0]","[1.0, 1066.0]","[0, 0]","[3.0, 5310.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 9946.0]"
7084,SUA1Ru0Gv5Sjv19dSYnn6QqRzp5tHsMJcrjImA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 3908.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2820.0]","[0, 0]","[0, 0]","[2, 3904.0]"
7085,+uICEq79cJ8WeJCqw/wtOW0gkmEs3vgD8mAU6A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 872.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 42.0]"
7086,MJGXY3IpBPxkpSogo/y+g6BEz3heBE3aIgXvnA==,"[1.0, 371.0]","[8.0, 9594.0]","[0, 0]","[2.0, 32839.0]","[2.0, 28511.0]","[8.0, 48243.0]","[5.0, 10568.0]","[4.0, 65998.0]","[2.0, 7763.0]","[2.0, 1344.0]","[3.0, 5668.0]","[2.0, 1705.0]","[2.0, 1241.0]","[0, 0]","[0, 0]","[3, 2299.0]"
